algorithm,simulation_id,timestamp,target_range,status,target_ppi,target_ppi_val,arriaval_distr_mean,resource_count_UnifiedResourceProfile
grid_search,sim_144,2025-10-22T09:47:57.437680Z,"[12744.0, 15577.0]",in,cycle_time,15190.34,1738.7755102040817,21
grid_search,sim_145,2025-10-22T09:48:01.163398Z,"[12744.0, 15577.0]",in,cycle_time,15299.23,1738.7755102040817,22
grid_search,sim_146,2025-10-22T09:48:04.940946Z,"[12744.0, 15577.0]",in,cycle_time,15311.19,1738.7755102040817,23
grid_search,sim_147,2025-10-22T09:48:08.555596Z,"[12744.0, 15577.0]",in,cycle_time,15278.49,1738.7755102040817,24
grid_search,sim_148,2025-10-22T09:48:12.317638Z,"[12744.0, 15577.0]",in,cycle_time,15293.02,1738.7755102040817,25
grid_search,sim_149,2025-10-22T09:48:16.099123Z,"[12744.0, 15577.0]",in,cycle_time,15254.01,1738.7755102040817,26
grid_search,sim_150,2025-10-22T09:48:20.169236Z,"[12744.0, 15577.0]",out,cycle_time,17005032.24,2026.5306122448978,2
grid_search,sim_151,2025-10-22T09:48:24.146138Z,"[12744.0, 15577.0]",out,cycle_time,9127759.39,2026.5306122448978,3
grid_search,sim_152,2025-10-22T09:48:28.150137Z,"[12744.0, 15577.0]",out,cycle_time,5192733.39,2026.5306122448978,4
grid_search,sim_153,2025-10-22T09:48:31.899730Z,"[12744.0, 15577.0]",out,cycle_time,2794743.71,2026.5306122448978,5
grid_search,sim_154,2025-10-22T09:48:35.725997Z,"[12744.0, 15577.0]",out,cycle_time,1227333.34,2026.5306122448978,6
grid_search,sim_155,2025-10-22T09:48:39.598709Z,"[12744.0, 15577.0]",out,cycle_time,128425.48,2026.5306122448978,7
grid_search,sim_156,2025-10-22T09:48:43.503292Z,"[12744.0, 15577.0]",out,cycle_time,16856.15,2026.5306122448978,8
grid_search,sim_157,2025-10-22T09:48:47.279680Z,"[12744.0, 15577.0]",in,cycle_time,15300.49,2026.5306122448978,9
grid_search,sim_158,2025-10-22T09:48:50.887897Z,"[12744.0, 15577.0]",in,cycle_time,15048.36,2026.5306122448978,10
grid_search,sim_159,2025-10-22T09:48:54.626429Z,"[12744.0, 15577.0]",in,cycle_time,14757.81,2026.5306122448978,11
grid_search,sim_160,2025-10-22T09:48:58.388751Z,"[12744.0, 15577.0]",in,cycle_time,14725.36,2026.5306122448978,12
grid_search,sim_161,2025-10-22T09:49:02.016654Z,"[12744.0, 15577.0]",in,cycle_time,14676.91,2026.5306122448978,13
grid_search,sim_162,2025-10-22T09:49:05.758269Z,"[12744.0, 15577.0]",in,cycle_time,14786.69,2026.5306122448978,14
grid_search,sim_163,2025-10-22T09:49:09.515756Z,"[12744.0, 15577.0]",in,cycle_time,14530.21,2026.5306122448978,15
grid_search,sim_164,2025-10-22T09:49:13.095226Z,"[12744.0, 15577.0]",in,cycle_time,14630.12,2026.5306122448978,16
grid_search,sim_165,2025-10-22T09:49:16.874987Z,"[12744.0, 15577.0]",in,cycle_time,14559.03,2026.5306122448978,17
grid_search,sim_166,2025-10-22T09:49:20.619602Z,"[12744.0, 15577.0]",in,cycle_time,14537.95,2026.5306122448978,18
grid_search,sim_167,2025-10-22T09:49:24.214936Z,"[12744.0, 15577.0]",in,cycle_time,14555.43,2026.5306122448978,19
grid_search,sim_168,2025-10-22T09:49:27.959114Z,"[12744.0, 15577.0]",in,cycle_time,14561.69,2026.5306122448978,20
grid_search,sim_169,2025-10-22T09:49:31.662767Z,"[12744.0, 15577.0]",in,cycle_time,14659.14,2026.5306122448978,21
grid_search,sim_170,2025-10-22T09:49:35.411547Z,"[12744.0, 15577.0]",in,cycle_time,14679.29,2026.5306122448978,22
grid_search,sim_171,2025-10-22T09:49:39.050824Z,"[12744.0, 15577.0]",in,cycle_time,14506.5,2026.5306122448978,23
grid_search,sim_172,2025-10-22T09:49:42.798036Z,"[12744.0, 15577.0]",in,cycle_time,14630.91,2026.5306122448978,24
grid_search,sim_173,2025-10-22T09:49:46.565350Z,"[12744.0, 15577.0]",in,cycle_time,14518.98,2026.5306122448978,25
grid_search,sim_174,2025-10-22T09:49:50.150408Z,"[12744.0, 15577.0]",in,cycle_time,14526.41,2026.5306122448978,26
grid_search,sim_175,2025-10-22T09:49:54.425670Z,"[12744.0, 15577.0]",out,cycle_time,15969612.77,2314.285714285714,2
grid_search,sim_176,2025-10-22T09:49:58.511110Z,"[12744.0, 15577.0]",out,cycle_time,8197012.66,2314.285714285714,3
grid_search,sim_177,2025-10-22T09:50:02.390173Z,"[12744.0, 15577.0]",out,cycle_time,4214438.02,2314.285714285714,4
grid_search,sim_178,2025-10-22T09:50:06.284761Z,"[12744.0, 15577.0]",out,cycle_time,1811442.85,2314.285714285714,5
grid_search,sim_179,2025-10-22T09:50:10.345286Z,"[12744.0, 15577.0]",out,cycle_time,261267.87,2314.285714285714,6
grid_search,sim_180,2025-10-22T09:50:14.286313Z,"[12744.0, 15577.0]",out,cycle_time,16794.84,2314.285714285714,7
grid_search,sim_181,2025-10-22T09:50:18.035631Z,"[12744.0, 15577.0]",in,cycle_time,14942.95,2314.285714285714,8
grid_search,sim_182,2025-10-22T09:50:21.864594Z,"[12744.0, 15577.0]",in,cycle_time,14388.03,2314.285714285714,9
grid_search,sim_183,2025-10-22T09:50:25.733990Z,"[12744.0, 15577.0]",in,cycle_time,14234.66,2314.285714285714,10
grid_search,sim_184,2025-10-22T09:50:29.543079Z,"[12744.0, 15577.0]",in,cycle_time,14146.41,2314.285714285714,11
grid_search,sim_185,2025-10-22T09:50:33.214016Z,"[12744.0, 15577.0]",in,cycle_time,14230.34,2314.285714285714,12
grid_search,sim_186,2025-10-22T09:50:37.020624Z,"[12744.0, 15577.0]",in,cycle_time,14046.47,2314.285714285714,13
grid_search,sim_187,2025-10-22T09:50:40.680219Z,"[12744.0, 15577.0]",in,cycle_time,13949.97,2314.285714285714,14
grid_search,sim_188,2025-10-22T09:50:44.440262Z,"[12744.0, 15577.0]",in,cycle_time,13931.08,2314.285714285714,15
grid_search,sim_189,2025-10-22T09:50:48.217911Z,"[12744.0, 15577.0]",in,cycle_time,14038.51,2314.285714285714,16
grid_search,sim_190,2025-10-22T09:50:52.066995Z,"[12744.0, 15577.0]",in,cycle_time,13888.32,2314.285714285714,17
grid_search,sim_191,2025-10-22T09:50:55.779143Z,"[12744.0, 15577.0]",in,cycle_time,13964.77,2314.285714285714,18
grid_search,sim_192,2025-10-22T09:50:59.608925Z,"[12744.0, 15577.0]",in,cycle_time,13984.85,2314.285714285714,19
grid_search,sim_193,2025-10-22T09:51:03.271950Z,"[12744.0, 15577.0]",in,cycle_time,14021.72,2314.285714285714,20
grid_search,sim_194,2025-10-22T09:51:07.074727Z,"[12744.0, 15577.0]",in,cycle_time,14068.96,2314.285714285714,21
grid_search,sim_195,2025-10-22T09:51:10.881328Z,"[12744.0, 15577.0]",in,cycle_time,13994.96,2314.285714285714,22
grid_search,sim_196,2025-10-22T09:51:14.683007Z,"[12744.0, 15577.0]",in,cycle_time,13917.68,2314.285714285714,23
grid_search,sim_197,2025-10-22T09:51:18.382368Z,"[12744.0, 15577.0]",in,cycle_time,13986.26,2314.285714285714,24
grid_search,sim_198,2025-10-22T09:51:22.203265Z,"[12744.0, 15577.0]",in,cycle_time,14030.43,2314.285714285714,25
grid_search,sim_199,2025-10-22T09:51:26.023113Z,"[12744.0, 15577.0]",in,cycle_time,14057.62,2314.285714285714,26
grid_search,sim_200,2025-10-22T09:51:30.114368Z,"[12744.0, 15577.0]",out,cycle_time,15426746.88,2602.0408163265306,2
grid_search,sim_201,2025-10-22T09:51:34.219455Z,"[12744.0, 15577.0]",out,cycle_time,7576701.48,2602.0408163265306,3
grid_search,sim_202,2025-10-22T09:51:38.165695Z,"[12744.0, 15577.0]",out,cycle_time,3630754.93,2602.0408163265306,4
grid_search,sim_203,2025-10-22T09:51:42.119305Z,"[12744.0, 15577.0]",out,cycle_time,1250831.0,2602.0408163265306,5
grid_search,sim_204,2025-10-22T09:51:45.951628Z,"[12744.0, 15577.0]",out,cycle_time,22932.66,2602.0408163265306,6
grid_search,sim_205,2025-10-22T09:51:49.760284Z,"[12744.0, 15577.0]",out,cycle_time,16988.61,2602.0408163265306,7
grid_search,sim_206,2025-10-22T09:51:53.562247Z,"[12744.0, 15577.0]",out,cycle_time,16095.34,2602.0408163265306,8
grid_search,sim_207,2025-10-22T09:51:57.180042Z,"[12744.0, 15577.0]",out,cycle_time,15792.36,2602.0408163265306,9
grid_search,sim_208,2025-10-22T09:52:00.940363Z,"[12744.0, 15577.0]",in,cycle_time,15540.87,2602.0408163265306,10
grid_search,sim_209,2025-10-22T09:52:04.549347Z,"[12744.0, 15577.0]",in,cycle_time,15454.94,2602.0408163265306,11
