case_id,activity,enable_time,start_time,end_time,resource
78,Check application form completeness,2025-06-27 12:00:00.000000+00:00,2025-06-27 12:00:00.000000+00:00,2025-06-27 12:25:00.000000+00:00,UnifiedResource_8
74,Approve loan offer,2025-06-27 12:14:10.000000+00:00,2025-06-27 12:14:10.000000+00:00,2025-06-27 12:29:10.000000+00:00,UnifiedResource_4
76,Design loan offer,2025-06-27 12:24:10.000000+00:00,2025-06-27 12:24:10.000000+00:00,2025-06-27 13:14:10.000000+00:00,UnifiedResource_9
77,Assess loan risk,2025-06-27 12:25:00.000000+00:00,2025-06-27 12:25:00.000000+00:00,2025-06-27 12:54:10.000000+00:00,UnifiedResource_7
78,AML check,2025-06-27 12:25:00.000000+00:00,2025-06-27 12:25:00.000000+00:00,2025-06-27 12:55:00.000000+00:00,UnifiedResource_1
78,Check credit history,2025-06-27 12:25:00.000000+00:00,2025-06-27 12:25:00.000000+00:00,2025-06-27 12:51:40.000000+00:00,UnifiedResource_12
78,Appraise property,2025-06-27 12:25:00.000000+00:00,2025-06-27 12:25:00.000000+00:00,2025-06-27 12:55:00.000000+00:00,UnifiedResource_3
74,Cancel application,2025-06-27 12:29:10.000000+00:00,2025-06-27 12:29:10.000000+00:00,2025-06-27 12:49:10.000000+00:00,UnifiedResource_5
79,Check application form completeness,2025-06-27 12:30:00.000000+00:00,2025-06-27 12:30:00.000000+00:00,2025-06-27 12:55:00.000000+00:00,UnifiedResource_13
70,Approve loan offer,2025-06-27 12:35:50.000000+00:00,2025-06-27 12:35:50.000000+00:00,2025-06-27 12:50:50.000000+00:00,UnifiedResource_11
75,Approve loan offer,2025-06-27 12:44:10.000000+00:00,2025-06-27 12:44:10.000000+00:00,2025-06-27 12:59:10.000000+00:00,UnifiedResource_0
70,Cancel application,2025-06-27 12:50:50.000000+00:00,2025-06-27 12:50:50.000000+00:00,2025-06-27 13:10:50.000000+00:00,UnifiedResource_15
77,Design loan offer,2025-06-27 12:54:10.000000+00:00,2025-06-27 12:54:10.000000+00:00,2025-06-27 13:44:10.000000+00:00,UnifiedResource_2
78,Assess loan risk,2025-06-27 12:55:00.000000+00:00,2025-06-27 12:55:00.000000+00:00,2025-06-27 13:24:10.000000+00:00,UnifiedResource_10
79,AML check,2025-06-27 12:55:00.000000+00:00,2025-06-27 12:55:00.000000+00:00,2025-06-27 13:25:00.000000+00:00,UnifiedResource_17
79,Check credit history,2025-06-27 12:55:00.000000+00:00,2025-06-27 12:55:00.000000+00:00,2025-06-27 13:21:40.000000+00:00,UnifiedResource_16
79,Appraise property,2025-06-27 12:55:00.000000+00:00,2025-06-27 12:55:00.000000+00:00,2025-06-27 13:25:00.000000+00:00,UnifiedResource_18
75,Cancel application,2025-06-27 12:59:10.000000+00:00,2025-06-27 12:59:10.000000+00:00,2025-06-27 13:19:10.000000+00:00,UnifiedResource_8
80,Check application form completeness,2025-06-27 13:00:00.000000+00:00,2025-06-27 13:00:00.000000+00:00,2025-06-27 13:25:00.000000+00:00,UnifiedResource_4
76,Approve loan offer,2025-06-27 13:14:10.000000+00:00,2025-06-27 13:14:10.000000+00:00,2025-06-27 13:29:10.000000+00:00,UnifiedResource_14
78,Design loan offer,2025-06-27 13:24:10.000000+00:00,2025-06-27 13:24:10.000000+00:00,2025-06-27 14:14:10.000000+00:00,UnifiedResource_6
79,Assess loan risk,2025-06-27 13:25:00.000000+00:00,2025-06-27 13:25:00.000000+00:00,2025-06-27 13:54:10.000000+00:00,UnifiedResource_5
80,Check credit history,2025-06-27 13:25:00.000000+00:00,2025-06-27 13:25:00.000000+00:00,2025-06-27 13:51:40.000000+00:00,UnifiedResource_11
80,Appraise property,2025-06-27 13:25:00.000000+00:00,2025-06-27 13:25:00.000000+00:00,2025-06-27 13:55:00.000000+00:00,UnifiedResource_12
80,AML check,2025-06-27 13:25:00.000000+00:00,2025-06-27 13:25:00.000000+00:00,2025-06-27 13:55:00.000000+00:00,UnifiedResource_7
76,Approve application,2025-06-27 13:29:10.000000+00:00,2025-06-27 13:29:10.000000+00:00,2025-06-27 13:47:30.000000+00:00,UnifiedResource_1
81,Check application form completeness,2025-06-27 13:30:00.000000+00:00,2025-06-27 13:30:00.000000+00:00,2025-06-27 13:55:00.000000+00:00,UnifiedResource_3
77,Approve loan offer,2025-06-27 13:44:10.000000+00:00,2025-06-27 13:44:10.000000+00:00,2025-06-27 13:59:10.000000+00:00,UnifiedResource_13
79,Reject application,2025-06-27 13:54:10.000000+00:00,2025-06-27 13:54:10.000000+00:00,2025-06-27 14:27:30.000000+00:00,UnifiedResource_0
80,Assess loan risk,2025-06-27 13:55:00.000000+00:00,2025-06-27 13:55:00.000000+00:00,2025-06-27 14:24:10.000000+00:00,UnifiedResource_15
81,Check credit history,2025-06-27 13:55:00.000000+00:00,2025-06-27 13:55:00.000000+00:00,2025-06-27 14:21:40.000000+00:00,UnifiedResource_9
81,AML check,2025-06-27 13:55:00.000000+00:00,2025-06-27 13:55:00.000000+00:00,2025-06-27 14:25:00.000000+00:00,UnifiedResource_8
81,Appraise property,2025-06-27 13:55:00.000000+00:00,2025-06-27 13:55:00.000000+00:00,2025-06-27 14:25:00.000000+00:00,UnifiedResource_16
77,Approve application,2025-06-27 13:59:10.000000+00:00,2025-06-27 13:59:10.000000+00:00,2025-06-27 14:17:30.000000+00:00,UnifiedResource_10
82,Check application form completeness,2025-06-27 14:00:00.000000+00:00,2025-06-27 14:00:00.000000+00:00,2025-06-27 14:25:00.000000+00:00,UnifiedResource_17
78,Approve loan offer,2025-06-27 14:14:10.000000+00:00,2025-06-27 14:14:10.000000+00:00,2025-06-27 14:29:10.000000+00:00,UnifiedResource_18
80,Design loan offer,2025-06-27 14:24:10.000000+00:00,2025-06-27 14:24:10.000000+00:00,2025-06-27 15:14:10.000000+00:00,UnifiedResource_4
81,Assess loan risk,2025-06-27 14:25:00.000000+00:00,2025-06-27 14:25:00.000000+00:00,2025-06-27 14:54:10.000000+00:00,UnifiedResource_14
82,Return application back to applicant,2025-06-27 14:25:00.000000+00:00,2025-06-27 14:25:00.000000+00:00,2025-06-27 15:06:40.000000+00:00,UnifiedResource_2
78,Approve application,2025-06-27 14:29:10.000000+00:00,2025-06-27 14:29:10.000000+00:00,2025-06-27 14:47:30.000000+00:00,UnifiedResource_1
83,Check application form completeness,2025-06-27 14:30:00.000000+00:00,2025-06-27 14:30:00.000000+00:00,2025-06-27 14:55:00.000000+00:00,UnifiedResource_11
81,Design loan offer,2025-06-27 14:54:10.000000+00:00,2025-06-27 14:54:10.000000+00:00,2025-06-27 15:44:10.000000+00:00,UnifiedResource_5
83,Check credit history,2025-06-27 14:55:00.000000+00:00,2025-06-27 14:55:00.000000+00:00,2025-06-27 15:21:40.000000+00:00,UnifiedResource_12
83,Appraise property,2025-06-27 14:55:00.000000+00:00,2025-06-27 14:55:00.000000+00:00,2025-06-27 15:25:00.000000+00:00,UnifiedResource_7
83,AML check,2025-06-27 14:55:00.000000+00:00,2025-06-27 14:55:00.000000+00:00,2025-06-27 15:25:00.000000+00:00,UnifiedResource_3
84,Check application form completeness,2025-06-27 15:00:00.000000+00:00,2025-06-27 15:00:00.000000+00:00,2025-06-27 15:25:00.000000+00:00,UnifiedResource_13
82,Applicant completes form,2025-06-27 15:06:40.000000+00:00,2025-06-27 15:06:40.000000+00:00,2025-06-27 15:21:40.000000+00:00,UnifiedResource_6
80,Approve loan offer,2025-06-27 15:14:10.000000+00:00,2025-06-27 15:14:10.000000+00:00,2025-06-27 15:29:10.000000+00:00,UnifiedResource_10
82,Check application form completeness,2025-06-27 15:21:40.000000+00:00,2025-06-27 15:21:40.000000+00:00,2025-06-27 15:46:40.000000+00:00,UnifiedResource_9
83,Assess loan risk,2025-06-27 15:25:00.000000+00:00,2025-06-27 15:25:00.000000+00:00,2025-06-27 15:54:10.000000+00:00,UnifiedResource_15
84,Check credit history,2025-06-27 15:25:00.000000+00:00,2025-06-27 15:25:00.000000+00:00,2025-06-27 15:51:40.000000+00:00,UnifiedResource_8
84,Appraise property,2025-06-27 15:25:00.000000+00:00,2025-06-27 15:25:00.000000+00:00,2025-06-27 15:55:00.000000+00:00,UnifiedResource_16
84,AML check,2025-06-27 15:25:00.000000+00:00,2025-06-27 15:25:00.000000+00:00,2025-06-27 15:55:00.000000+00:00,UnifiedResource_17
80,Approve application,2025-06-27 15:29:10.000000+00:00,2025-06-27 15:29:10.000000+00:00,2025-06-27 15:47:30.000000+00:00,UnifiedResource_0
85,Check application form completeness,2025-06-27 15:30:00.000000+00:00,2025-06-27 15:30:00.000000+00:00,2025-06-27 15:55:00.000000+00:00,UnifiedResource_18
81,Approve loan offer,2025-06-27 15:44:10.000000+00:00,2025-06-27 15:44:10.000000+00:00,2025-06-27 15:59:10.000000+00:00,UnifiedResource_1
82,Appraise property,2025-06-27 15:46:40.000000+00:00,2025-06-27 15:46:40.000000+00:00,2025-06-27 16:16:40.000000+00:00,UnifiedResource_14
82,Check credit history,2025-06-27 15:46:40.000000+00:00,2025-06-27 15:46:40.000000+00:00,2025-06-27 16:13:20.000000+00:00,UnifiedResource_11
82,AML check,2025-06-27 15:46:40.000000+00:00,2025-06-27 15:46:40.000000+00:00,2025-06-27 16:16:40.000000+00:00,UnifiedResource_2
83,Design loan offer,2025-06-27 15:54:10.000000+00:00,2025-06-27 15:54:10.000000+00:00,2025-06-27 16:44:10.000000+00:00,UnifiedResource_4
84,Assess loan risk,2025-06-27 15:55:00.000000+00:00,2025-06-27 15:55:00.000000+00:00,2025-06-27 16:24:10.000000+00:00,UnifiedResource_12
85,Check credit history,2025-06-27 15:55:00.000000+00:00,2025-06-27 15:55:00.000000+00:00,2025-06-27 16:21:40.000000+00:00,UnifiedResource_6
85,Appraise property,2025-06-27 15:55:00.000000+00:00,2025-06-27 15:55:00.000000+00:00,2025-06-27 16:25:00.000000+00:00,UnifiedResource_7
85,AML check,2025-06-27 15:55:00.000000+00:00,2025-06-27 15:55:00.000000+00:00,2025-06-27 16:25:00.000000+00:00,UnifiedResource_3
81,Cancel application,2025-06-27 15:59:10.000000+00:00,2025-06-27 15:59:10.000000+00:00,2025-06-27 16:19:10.000000+00:00,UnifiedResource_13
82,Assess loan risk,2025-06-27 16:16:40.000000+00:00,2025-06-27 16:16:40.000000+00:00,2025-06-27 16:45:50.000000+00:00,UnifiedResource_10
84,Design loan offer,2025-06-27 16:24:10.000000+00:00,2025-06-27 16:24:10.000000+00:00,2025-06-30 09:14:10.000000+00:00,UnifiedResource_5
85,Assess loan risk,2025-06-27 16:25:00.000000+00:00,2025-06-27 16:25:00.000000+00:00,2025-06-27 16:54:10.000000+00:00,UnifiedResource_9
83,Approve loan offer,2025-06-27 16:44:10.000000+00:00,2025-06-27 16:44:10.000000+00:00,2025-06-27 16:59:10.000000+00:00,UnifiedResource_0
82,Reject application,2025-06-27 16:45:50.000000+00:00,2025-06-27 16:45:50.000000+00:00,2025-06-30 09:19:10.000000+00:00,UnifiedResource_8
85,Design loan offer,2025-06-27 16:54:10.000000+00:00,2025-06-27 16:54:10.000000+00:00,2025-06-30 09:44:10.000000+00:00,UnifiedResource_15
83,Cancel application,2025-06-27 16:59:10.000000+00:00,2025-06-27 16:59:10.000000+00:00,2025-06-30 09:19:10.000000+00:00,UnifiedResource_16
86,Check application form completeness,2025-06-30 07:00:00.000000+00:00,2025-06-30 09:00:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,UnifiedResource_17
87,Check application form completeness,2025-06-30 07:30:00.000000+00:00,2025-06-30 09:00:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,UnifiedResource_18
88,Check application form completeness,2025-06-30 08:00:00.000000+00:00,2025-06-30 09:00:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,UnifiedResource_1
89,Check application form completeness,2025-06-30 08:30:00.000000+00:00,2025-06-30 09:00:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,UnifiedResource_11
90,Check application form completeness,2025-06-30 09:00:00.000000+00:00,2025-06-30 09:00:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,UnifiedResource_14
84,Approve loan offer,2025-06-30 09:14:10.000000+00:00,2025-06-30 09:14:10.000000+00:00,2025-06-30 09:29:10.000000+00:00,UnifiedResource_2
86,Check credit history,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:51:40.000000+00:00,UnifiedResource_13
86,Appraise property,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_6
86,AML check,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_12
87,Appraise property,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_7
87,AML check,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_3
87,Check credit history,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:51:40.000000+00:00,UnifiedResource_4
88,Return application back to applicant,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 10:06:40.000000+00:00,UnifiedResource_10
89,AML check,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_9
89,Check credit history,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:51:40.000000+00:00,UnifiedResource_0
89,Appraise property,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_5
90,Appraise property,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_8
90,AML check,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_16
90,Check credit history,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:25:00.000000+00:00,2025-06-30 09:51:40.000000+00:00,UnifiedResource_17
84,Approve application,2025-06-30 09:29:10.000000+00:00,2025-06-30 09:29:10.000000+00:00,2025-06-30 09:47:30.000000+00:00,UnifiedResource_18
91,Check application form completeness,2025-06-30 09:30:00.000000+00:00,2025-06-30 09:30:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,UnifiedResource_1
85,Approve loan offer,2025-06-30 09:44:10.000000+00:00,2025-06-30 09:44:10.000000+00:00,2025-06-30 09:59:10.000000+00:00,UnifiedResource_11
86,Assess loan risk,2025-06-30 09:55:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,2025-06-30 10:24:10.000000+00:00,UnifiedResource_14
87,Assess loan risk,2025-06-30 09:55:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,2025-06-30 10:24:10.000000+00:00,UnifiedResource_2
89,Assess loan risk,2025-06-30 09:55:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,2025-06-30 10:24:10.000000+00:00,UnifiedResource_15
90,Assess loan risk,2025-06-30 09:55:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,2025-06-30 10:24:10.000000+00:00,UnifiedResource_18
91,AML check,2025-06-30 09:55:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,2025-06-30 10:25:00.000000+00:00,UnifiedResource_13
91,Appraise property,2025-06-30 09:55:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,2025-06-30 10:25:00.000000+00:00,UnifiedResource_4
91,Check credit history,2025-06-30 09:55:00.000000+00:00,2025-06-30 09:55:00.000000+00:00,2025-06-30 10:21:40.000000+00:00,UnifiedResource_0
85,Cancel application,2025-06-30 09:59:10.000000+00:00,2025-06-30 09:59:10.000000+00:00,2025-06-30 10:19:10.000000+00:00,UnifiedResource_17
92,Check application form completeness,2025-06-30 10:00:00.000000+00:00,2025-06-30 10:00:00.000000+00:00,2025-06-30 10:25:00.000000+00:00,UnifiedResource_6
88,Applicant completes form,2025-06-30 10:06:40.000000+00:00,2025-06-30 10:06:40.000000+00:00,2025-06-30 10:21:40.000000+00:00,UnifiedResource_12
88,Check application form completeness,2025-06-30 10:21:40.000000+00:00,2025-06-30 10:21:40.000000+00:00,2025-06-30 10:46:40.000000+00:00,UnifiedResource_7
86,Reject application,2025-06-30 10:24:10.000000+00:00,2025-06-30 10:24:10.000000+00:00,2025-06-30 10:57:30.000000+00:00,UnifiedResource_3
87,Reject application,2025-06-30 10:24:10.000000+00:00,2025-06-30 10:24:10.000000+00:00,2025-06-30 10:57:30.000000+00:00,UnifiedResource_9
89,Design loan offer,2025-06-30 10:24:10.000000+00:00,2025-06-30 10:24:10.000000+00:00,2025-06-30 11:14:10.000000+00:00,UnifiedResource_5
90,Reject application,2025-06-30 10:24:10.000000+00:00,2025-06-30 10:24:10.000000+00:00,2025-06-30 10:57:30.000000+00:00,UnifiedResource_8
91,Assess loan risk,2025-06-30 10:25:00.000000+00:00,2025-06-30 10:25:00.000000+00:00,2025-06-30 10:54:10.000000+00:00,UnifiedResource_16
92,Check credit history,2025-06-30 10:25:00.000000+00:00,2025-06-30 10:25:00.000000+00:00,2025-06-30 10:51:40.000000+00:00,UnifiedResource_1
92,AML check,2025-06-30 10:25:00.000000+00:00,2025-06-30 10:25:00.000000+00:00,2025-06-30 10:55:00.000000+00:00,UnifiedResource_11
92,Appraise property,2025-06-30 10:25:00.000000+00:00,2025-06-30 10:25:00.000000+00:00,2025-06-30 10:55:00.000000+00:00,UnifiedResource_10
93,Check application form completeness,2025-06-30 10:30:00.000000+00:00,2025-06-30 10:30:00.000000+00:00,2025-06-30 10:55:00.000000+00:00,UnifiedResource_17
88,Appraise property,2025-06-30 10:46:40.000000+00:00,2025-06-30 10:46:40.000000+00:00,2025-06-30 11:16:40.000000+00:00,UnifiedResource_0
88,AML check,2025-06-30 10:46:40.000000+00:00,2025-06-30 10:46:40.000000+00:00,2025-06-30 11:16:40.000000+00:00,UnifiedResource_12
88,Check credit history,2025-06-30 10:46:40.000000+00:00,2025-06-30 10:46:40.000000+00:00,2025-06-30 11:13:20.000000+00:00,UnifiedResource_14
91,Reject application,2025-06-30 10:54:10.000000+00:00,2025-06-30 10:54:10.000000+00:00,2025-06-30 11:27:30.000000+00:00,UnifiedResource_2
92,Assess loan risk,2025-06-30 10:55:00.000000+00:00,2025-06-30 10:55:00.000000+00:00,2025-06-30 11:24:10.000000+00:00,UnifiedResource_15
93,Appraise property,2025-06-30 10:55:00.000000+00:00,2025-06-30 10:55:00.000000+00:00,2025-06-30 11:25:00.000000+00:00,UnifiedResource_18
93,AML check,2025-06-30 10:55:00.000000+00:00,2025-06-30 10:55:00.000000+00:00,2025-06-30 11:25:00.000000+00:00,UnifiedResource_13
93,Check credit history,2025-06-30 10:55:00.000000+00:00,2025-06-30 10:55:00.000000+00:00,2025-06-30 11:21:40.000000+00:00,UnifiedResource_4
94,Check application form completeness,2025-06-30 11:00:00.000000+00:00,2025-06-30 11:00:00.000000+00:00,2025-06-30 11:25:00.000000+00:00,UnifiedResource_6
89,Approve loan offer,2025-06-30 11:14:10.000000+00:00,2025-06-30 11:14:10.000000+00:00,2025-06-30 11:29:10.000000+00:00,UnifiedResource_7
88,Assess loan risk,2025-06-30 11:16:40.000000+00:00,2025-06-30 11:16:40.000000+00:00,2025-06-30 11:45:50.000000+00:00,UnifiedResource_1
92,Design loan offer,2025-06-30 11:24:10.000000+00:00,2025-06-30 11:24:10.000000+00:00,2025-06-30 12:14:10.000000+00:00,UnifiedResource_16
93,Assess loan risk,2025-06-30 11:25:00.000000+00:00,2025-06-30 11:25:00.000000+00:00,2025-06-30 11:54:10.000000+00:00,UnifiedResource_11
94,Check credit history,2025-06-30 11:25:00.000000+00:00,2025-06-30 11:25:00.000000+00:00,2025-06-30 11:51:40.000000+00:00,UnifiedResource_10
94,AML check,2025-06-30 11:25:00.000000+00:00,2025-06-30 11:25:00.000000+00:00,2025-06-30 11:55:00.000000+00:00,UnifiedResource_17
94,Appraise property,2025-06-30 11:25:00.000000+00:00,2025-06-30 11:25:00.000000+00:00,2025-06-30 11:55:00.000000+00:00,UnifiedResource_3
89,Approve application,2025-06-30 11:29:10.000000+00:00,2025-06-30 11:29:10.000000+00:00,2025-06-30 11:47:30.000000+00:00,UnifiedResource_9
95,Check application form completeness,2025-06-30 11:30:00.000000+00:00,2025-06-30 11:30:00.000000+00:00,2025-06-30 11:55:00.000000+00:00,UnifiedResource_8
88,Design loan offer,2025-06-30 11:45:50.000000+00:00,2025-06-30 11:45:50.000000+00:00,2025-06-30 12:35:50.000000+00:00,UnifiedResource_14
93,Design loan offer,2025-06-30 11:54:10.000000+00:00,2025-06-30 11:54:10.000000+00:00,2025-06-30 12:44:10.000000+00:00,UnifiedResource_5
94,Assess loan risk,2025-06-30 11:55:00.000000+00:00,2025-06-30 11:55:00.000000+00:00,2025-06-30 12:24:10.000000+00:00,UnifiedResource_0
95,Appraise property,2025-06-30 11:55:00.000000+00:00,2025-06-30 11:55:00.000000+00:00,2025-06-30 12:25:00.000000+00:00,UnifiedResource_12
95,AML check,2025-06-30 11:55:00.000000+00:00,2025-06-30 11:55:00.000000+00:00,2025-06-30 12:25:00.000000+00:00,UnifiedResource_4
95,Check credit history,2025-06-30 11:55:00.000000+00:00,2025-06-30 11:55:00.000000+00:00,2025-06-30 12:21:40.000000+00:00,UnifiedResource_15
96,Check application form completeness,2025-06-30 12:00:00.000000+00:00,2025-06-30 12:00:00.000000+00:00,2025-06-30 12:25:00.000000+00:00,UnifiedResource_18
92,Approve loan offer,2025-06-30 12:14:10.000000+00:00,2025-06-30 12:14:10.000000+00:00,2025-06-30 12:29:10.000000+00:00,UnifiedResource_13
94,Design loan offer,2025-06-30 12:24:10.000000+00:00,2025-06-30 12:24:10.000000+00:00,2025-06-30 13:14:10.000000+00:00,UnifiedResource_6
95,Assess loan risk,2025-06-30 12:25:00.000000+00:00,2025-06-30 12:25:00.000000+00:00,2025-06-30 12:54:10.000000+00:00,UnifiedResource_2
96,Appraise property,2025-06-30 12:25:00.000000+00:00,2025-06-30 12:25:00.000000+00:00,2025-06-30 12:55:00.000000+00:00,UnifiedResource_7
96,Check credit history,2025-06-30 12:25:00.000000+00:00,2025-06-30 12:25:00.000000+00:00,2025-06-30 12:51:40.000000+00:00,UnifiedResource_1
96,AML check,2025-06-30 12:25:00.000000+00:00,2025-06-30 12:25:00.000000+00:00,2025-06-30 12:55:00.000000+00:00,UnifiedResource_9
92,Cancel application,2025-06-30 12:29:10.000000+00:00,2025-06-30 12:29:10.000000+00:00,2025-06-30 12:49:10.000000+00:00,UnifiedResource_10
97,Check application form completeness,2025-06-30 12:30:00.000000+00:00,2025-06-30 12:30:00.000000+00:00,2025-06-30 12:55:00.000000+00:00,UnifiedResource_11
88,Approve loan offer,2025-06-30 12:35:50.000000+00:00,2025-06-30 12:35:50.000000+00:00,2025-06-30 12:50:50.000000+00:00,UnifiedResource_17
93,Approve loan offer,2025-06-30 12:44:10.000000+00:00,2025-06-30 12:44:10.000000+00:00,2025-06-30 12:59:10.000000+00:00,UnifiedResource_3
88,Cancel application,2025-06-30 12:50:50.000000+00:00,2025-06-30 12:50:50.000000+00:00,2025-06-30 13:10:50.000000+00:00,UnifiedResource_8
95,Reject application,2025-06-30 12:54:10.000000+00:00,2025-06-30 12:54:10.000000+00:00,2025-06-30 13:27:30.000000+00:00,UnifiedResource_16
96,Assess loan risk,2025-06-30 12:55:00.000000+00:00,2025-06-30 12:55:00.000000+00:00,2025-06-30 13:24:10.000000+00:00,UnifiedResource_15
97,AML check,2025-06-30 12:55:00.000000+00:00,2025-06-30 12:55:00.000000+00:00,2025-06-30 13:25:00.000000+00:00,UnifiedResource_0
97,Appraise property,2025-06-30 12:55:00.000000+00:00,2025-06-30 12:55:00.000000+00:00,2025-06-30 13:25:00.000000+00:00,UnifiedResource_12
97,Check credit history,2025-06-30 12:55:00.000000+00:00,2025-06-30 12:55:00.000000+00:00,2025-06-30 13:21:40.000000+00:00,UnifiedResource_4
93,Cancel application,2025-06-30 12:59:10.000000+00:00,2025-06-30 12:59:10.000000+00:00,2025-06-30 13:19:10.000000+00:00,UnifiedResource_18
98,Check application form completeness,2025-06-30 13:00:00.000000+00:00,2025-06-30 13:00:00.000000+00:00,2025-06-30 13:25:00.000000+00:00,UnifiedResource_13
94,Approve loan offer,2025-06-30 13:14:10.000000+00:00,2025-06-30 13:14:10.000000+00:00,2025-06-30 13:29:10.000000+00:00,UnifiedResource_14
96,Reject application,2025-06-30 13:24:10.000000+00:00,2025-06-30 13:24:10.000000+00:00,2025-06-30 13:57:30.000000+00:00,UnifiedResource_5
97,Assess loan risk,2025-06-30 13:25:00.000000+00:00,2025-06-30 13:25:00.000000+00:00,2025-06-30 13:54:10.000000+00:00,UnifiedResource_10
98,AML check,2025-06-30 13:25:00.000000+00:00,2025-06-30 13:25:00.000000+00:00,2025-06-30 13:55:00.000000+00:00,UnifiedResource_17
98,Check credit history,2025-06-30 13:25:00.000000+00:00,2025-06-30 13:25:00.000000+00:00,2025-06-30 13:51:40.000000+00:00,UnifiedResource_1
98,Appraise property,2025-06-30 13:25:00.000000+00:00,2025-06-30 13:25:00.000000+00:00,2025-06-30 13:55:00.000000+00:00,UnifiedResource_2
94,Approve application,2025-06-30 13:29:10.000000+00:00,2025-06-30 13:29:10.000000+00:00,2025-06-30 13:47:30.000000+00:00,UnifiedResource_7
99,Check application form completeness,2025-06-30 13:30:00.000000+00:00,2025-06-30 13:30:00.000000+00:00,2025-06-30 13:55:00.000000+00:00,UnifiedResource_9
97,Design loan offer,2025-06-30 13:54:10.000000+00:00,2025-06-30 13:54:10.000000+00:00,2025-06-30 14:44:10.000000+00:00,UnifiedResource_11
98,Assess loan risk,2025-06-30 13:55:00.000000+00:00,2025-06-30 13:55:00.000000+00:00,2025-06-30 14:24:10.000000+00:00,UnifiedResource_3
99,Return application back to applicant,2025-06-30 13:55:00.000000+00:00,2025-06-30 13:55:00.000000+00:00,2025-06-30 14:36:40.000000+00:00,UnifiedResource_8
100,Check application form completeness,2025-06-30 14:00:00.000000+00:00,2025-06-30 14:00:00.000000+00:00,2025-06-30 14:25:00.000000+00:00,UnifiedResource_6
98,Reject application,2025-06-30 14:24:10.000000+00:00,2025-06-30 14:24:10.000000+00:00,2025-06-30 14:57:30.000000+00:00,UnifiedResource_18
100,Appraise property,2025-06-30 14:25:00.000000+00:00,2025-06-30 14:25:00.000000+00:00,2025-06-30 14:55:00.000000+00:00,UnifiedResource_4
100,Check credit history,2025-06-30 14:25:00.000000+00:00,2025-06-30 14:25:00.000000+00:00,2025-06-30 14:51:40.000000+00:00,UnifiedResource_15
100,AML check,2025-06-30 14:25:00.000000+00:00,2025-06-30 14:25:00.000000+00:00,2025-06-30 14:55:00.000000+00:00,UnifiedResource_0
101,Check application form completeness,2025-06-30 14:30:00.000000+00:00,2025-06-30 14:30:00.000000+00:00,2025-06-30 14:55:00.000000+00:00,UnifiedResource_12
99,Applicant completes form,2025-06-30 14:36:40.000000+00:00,2025-06-30 14:36:40.000000+00:00,2025-06-30 14:51:40.000000+00:00,UnifiedResource_13
97,Approve loan offer,2025-06-30 14:44:10.000000+00:00,2025-06-30 14:44:10.000000+00:00,2025-06-30 14:59:10.000000+00:00,UnifiedResource_16
99,Check application form completeness,2025-06-30 14:51:40.000000+00:00,2025-06-30 14:51:40.000000+00:00,2025-06-30 15:16:40.000000+00:00,UnifiedResource_14
